1740;1750;1760;1770;1780;1790;1800;1810;1820;1830;1840;1850;1860;1870;1880;1890;1900;1910;1920;1930;1940;1950;1960;1970;1980;1990;2000;2010;2020;2030;2040;2050;2060;2070;2080;2090;2100;2110;2120;2130;2140;2150;2160;2170;2180;2190;2200;2210;2220;2230;2240;2250;2260;2270;2280;2290;2300;2310;2320;2330;2340;2350;2360;2370;2380;2390;2400;2410;2420;2430;2440;2450;2460;2470;2480;2490;2500;2510;2520;2530;2540;2550;2560;2570;2580;2590
0.004022988505747126;0.0017142857142857142;0.002840909090909091;0.0011299435028248588;0.0028089887640449437;0.002793296089385475;0.0011111111111111111;0.0;0.0027472527472527475;0.003278688524590164;0.0038043478260869567;0.002702702702702703;0.002150537634408602;0.0021390374331550803;0.003723404255319149;0.003703703703703704;0.0015789473684210526;0.002617801047120419;0.003125;0.0031088082901554403;0.0010309278350515464;0.0015384615384615385;0.002551020408163265;0.003553299492385787;0.0025252525252525255;0.002512562814070352;0.003;0.001990049751243781;0.0034653465346534654;0.0034482758620689655;0.004411764705882353;0.0034146341463414634;0.001941747572815534;0.001932367149758454;0.0014423076923076924;0.0009569377990430622;0.0038095238095238095;0.002369668246445498;0.0037735849056603774;0.0014084507042253522;0.002803738317757009;0.004186046511627907;0.001851851851851852;0.0018433179723502304;0.0045871559633027525;0.0013698630136986301;0.003181818181818182;0.0013574660633484162;0.0013513513513513514;0.0013452914798206279;0.0013392857142857143;0.006222222222222222;0.002654867256637168;0.0030837004405286344;0.0017543859649122807;0.0013100436681222707;0.0013043478260869566;0.0021645021645021645;0.002586206896551724;0.002575107296137339;0.004273504273504274;0.002553191489361702;0.001694915254237288;0.0012658227848101266;0.0016806722689075631;0.0016736401673640166;0.0033333333333333335;0.002074688796680498;0.003305785123966942;0.00411522633744856;0.004098360655737705;0.0008163265306122449;0.0032520325203252032;0.0012145748987854252;0.0020161290322580645;0.0036144578313253013;0.0052;0.0015936254980079682;0.004365079365079365;0.0023715415019762848;0.002362204724409449;0.001176470588235294;0.00234375;0.0031128404669260703;0.0015503875968992248;0.0019305019305019305
0.0005747126436781609;0.0005714285714285715;0.0005681818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.000546448087431694;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005181347150259067;0.0015463917525773195;0.0;0.0005102040816326531;0.0;0.0;0.0005025125628140704;0.0005;0.0;0.0004950495049504951;0.0;0.0;0.0;0.0;0.0004830917874396135;0.0004807692307692308;0.0;0.0;0.00047393364928909954;0.0;0.0;0.00046728971962616824;0.00046511627906976747;0.0;0.0;0.0009174311926605505;0.0009132420091324201;0.00045454545454545455;0.0;0.0;0.0013452914798206279;0.0004464285714285714;0.0;0.0;0.0004405286343612335;0.0;0.0;0.0004347826086956522;0.0004329004329004329;0.0;0.0;0.001282051282051282;0.0;0.0;0.0;0.0004201680672268908;0.0;0.0;0.0008298755186721991;0.0008264462809917355;0.00041152263374485596;0.0;0.00040816326530612246;0.0004065040650406504;0.0008097165991902834;0.0008064516129032258;0.0;0.0008;0.00039840637450199205;0.0003968253968253968;0.0003952569169960474;0.0003937007874015748;0.000392156862745098;0.000390625;0.0;0.0;0.0015444015444015444
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005025125628140704;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00045871559633027525;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00041322314049586776;0.0;0.0004098360655737705;0.0;0.0;0.0008097165991902834;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0005747126436781609;0.0;0.0011363636363636363;0.001694915254237288;0.0005617977528089888;0.0016759776536312849;0.0;0.0005524861878453039;0.0;0.000546448087431694;0.0005434782608695652;0.001081081081081081;0.0016129032258064516;0.0016042780748663102;0.0026595744680851063;0.0010582010582010583;0.0005263157894736842;0.0;0.0005208333333333333;0.0005181347150259067;0.0;0.0005128205128205128;0.0010204081632653062;0.0020304568527918783;0.00101010101010101;0.0;0.0;0.0004975124378109452;0.0009900990099009901;0.001477832512315271;0.0;0.0004878048780487805;0.001941747572815534;0.000966183574879227;0.0004807692307692308;0.0;0.0;0.0018957345971563982;0.0009433962264150943;0.0;0.0009345794392523365;0.0009302325581395349;0.0;0.0004608294930875576;0.00045871559633027525;0.00045662100456621003;0.00045454545454545455;0.0;0.0022522522522522522;0.0008968609865470852;0.0;0.00044444444444444447;0.0008849557522123894;0.0013215859030837004;0.0013157894736842105;0.0013100436681222707;0.0;0.0012987012987012987;0.0;0.0012875536480686696;0.0;0.000851063829787234;0.000423728813559322;0.0004219409282700422;0.0021008403361344537;0.0;0.00125;0.0008298755186721991;0.00041322314049586776;0.0012345679012345679;0.001639344262295082;0.00040816326530612246;0.0004065040650406504;0.0004048582995951417;0.0004032258064516129;0.00040160642570281126;0.0;0.002390438247011952;0.0003968253968253968;0.0011857707509881424;0.0;0.000784313725490196;0.000390625;0.0011673151750972762;0.0011627906976744186;0.0003861003861003861
0.0034482758620689655;0.0;0.0011363636363636363;0.0011299435028248588;0.0011235955056179776;0.0;0.0005555555555555556;0.0;0.0005494505494505495;0.000546448087431694;0.0005434782608695652;0.0016216216216216215;0.0005376344086021505;0.0;0.0010638297872340426;0.0005291005291005291;0.0005263157894736842;0.0005235602094240838;0.0005208333333333333;0.0025906735751295338;0.0010309278350515464;0.0010256410256410256;0.0;0.0005076142131979696;0.00101010101010101;0.0;0.0;0.0004975124378109452;0.0004950495049504951;0.0009852216748768472;0.000980392156862745;0.0004878048780487805;0.000970873786407767;0.000966183574879227;0.0004807692307692308;0.0004784688995215311;0.0014285714285714286;0.0018957345971563982;0.0014150943396226414;0.0009389671361502347;0.0009345794392523365;0.00046511627906976747;0.000925925925925926;0.0004608294930875576;0.0013761467889908258;0.00045662100456621003;0.00045454545454545455;0.0009049773755656109;0.00045045045045045046;0.0;0.0008928571428571428;0.0008888888888888889;0.001327433628318584;0.000881057268722467;0.0004385964912280702;0.0004366812227074236;0.0026086956521739132;0.0012987012987012987;0.0008620689655172414;0.00042918454935622315;0.0017094017094017094;0.000851063829787234;0.001694915254237288;0.0008438818565400844;0.0004201680672268908;0.00041841004184100416;0.00125;0.0004149377593360996;0.00041322314049586776;0.0016460905349794238;0.0;0.0008163265306122449;0.0004065040650406504;0.0012145748987854252;0.0;0.0008032128514056225;0.0;0.0007968127490039841;0.0007936507936507937;0.0023715415019762848;0.0003937007874015748;0.0;0.001171875;0.0023346303501945525;0.0007751937984496124;0.0
0.0011494252873563218;0.0017142857142857142;0.0022727272727272726;0.002824858757062147;0.0011235955056179776;0.002793296089385475;0.0011111111111111111;0.0;0.001098901098901099;0.0;0.0016304347826086956;0.0016216216216216215;0.001075268817204301;0.0;0.0010638297872340426;0.0015873015873015873;0.0010526315789473684;0.0015706806282722514;0.0010416666666666667;0.0005181347150259067;0.0010309278350515464;0.0010256410256410256;0.0005102040816326531;0.0005076142131979696;0.00202020202020202;0.0005025125628140704;0.0035;0.0014925373134328358;0.0009900990099009901;0.001477832512315271;0.000980392156862745;0.0;0.0004854368932038835;0.0004830917874396135;0.0009615384615384616;0.0;0.0004761904761904762;0.00047393364928909954;0.0014150943396226414;0.0009389671361502347;0.0009345794392523365;0.00046511627906976747;0.000925925925925926;0.0018433179723502304;0.00045871559633027525;0.00045662100456621003;0.00045454545454545455;0.0009049773755656109;0.0036036036036036037;0.0008968609865470852;0.0008928571428571428;0.00044444444444444447;0.0004424778761061947;0.001762114537444934;0.0021929824561403508;0.0017467248908296944;0.0008695652173913044;0.0008658008658008658;0.0;0.0;0.0008547008547008547;0.001276595744680851;0.000847457627118644;0.0012658227848101266;0.0012605042016806723;0.0008368200836820083;0.0016666666666666668;0.0004149377593360996;0.002066115702479339;0.00041152263374485596;0.000819672131147541;0.00040816326530612246;0.0024390243902439024;0.0012145748987854252;0.0;0.0024096385542168677;0.0008;0.00199203187250996;0.001984126984126984;0.0011857707509881424;0.0007874015748031496;0.000784313725490196;0.0;0.0003891050583657588;0.0003875968992248062;0.0007722007722007722
0.0;0.0;0.0005681818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010695187165775401;0.0005319148936170213;0.0010582010582010583;0.0005263157894736842;0.0;0.0005208333333333333;0.0010362694300518134;0.0;0.0010256410256410256;0.0;0.0;0.00101010101010101;0.0;0.001;0.0;0.0009900990099009901;0.0;0.0;0.000975609756097561;0.0;0.0004830917874396135;0.0004807692307692308;0.0004784688995215311;0.0009523809523809524;0.0009478672985781991;0.0;0.0;0.0;0.0;0.000462962962962963;0.0009216589861751152;0.0;0.0;0.0009090909090909091;0.0;0.00045045045045045046;0.0;0.0004464285714285714;0.0;0.0;0.0004405286343612335;0.0008771929824561404;0.0;0.0004347826086956522;0.0004329004329004329;0.0004310344827586207;0.0008583690987124463;0.00042735042735042735;0.000425531914893617;0.000423728813559322;0.0;0.0004201680672268908;0.0008368200836820083;0.0;0.0004149377593360996;0.0;0.0;0.0004098360655737705;0.0;0.0004065040650406504;0.0;0.0012096774193548388;0.00040160642570281126;0.0;0.0;0.0;0.0;0.0003937007874015748;0.000392156862745098;0.0;0.0007782101167315176;0.0007751937984496124;0.0011583011583011582
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005154639175257732;0.0;0.0005102040816326531;0.0005076142131979696;0.000505050505050505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00046948356807511736;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00045045045045045046;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0011363636363636363;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005434782608695652;0.0;0.0;0.0;0.0;0.0005291005291005291;0.0;0.0;0.0;0.0;0.0;0.0;0.0010204081632653062;0.0;0.0;0.0005025125628140704;0.0005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004807692307692308;0.0;0.0004761904761904762;0.00047393364928909954;0.0004716981132075472;0.0;0.0;0.0;0.0;0.0004608294930875576;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004366812227074236;0.0004347826086956522;0.0;0.0;0.0;0.0;0.0;0.001271186440677966;0.0;0.0004201680672268908;0.0;0.0;0.0;0.0;0.0008230452674897119;0.0004098360655737705;0.0;0.0;0.0;0.0;0.0008032128514056225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
